Product_ID,Machine_ID,Machine_Status,Queue_Length,Processing_Time,Worker_Available,Shift,Material_Type,Temperature,Previous_Wait_Time,Current_Wait_Time,Next_Machine,Recommended_Machine,Expected_Waiting_Time,Worker_Status,Machine_Load,Shift_Code,Queue_Category,Temperature_Level,Bottleneck_Flag,Delay_Level
P0348,Assembly_M4,Maintenance,17,10,Yes,Evening,Bearing_Stainless,35,26,42,Packaging_Line,Polishing_M3,6,1,2,,High,Normal,1,Low
P0142,Assembly_M4,Idle,12,15,No,Night,Bearing_Steel_Chrome,38,3,44,Assembly_M4,Assembly_M4,3,0,0,2,Medium,Normal,0,Low
P0395,Polishing_M3,Busy,22,39,Yes,Morning,Ceramic_Hybrid,57,25,23,Polishing_M3,Lathe_M1,18,1,1,0,High,Warm,1,Medium
P0085,Lathe_M1,Busy,16,28,No,Night,Bearing_Stainless,69,4,5,Grinding_M2,Assembly_M4,4,0,1,2,High,Warm,1,Low
P0347,Grinding_M2,Maintenance,24,38,No,Night,Ceramic_Hybrid,49,17,38,Grinding_M2,Assembly_M4,29,0,2,2,High,Normal,1,High
P0008,Grinding_M2,Busy,18,27,No,Night,Ceramic_Hybrid,43,26,20,Assembly_M4,Grinding_M2,22,0,1,2,High,Normal,1,High
P0379,Lathe_M1,Maintenance,18,13,Yes,Night,Ceramic_Hybrid,25,11,23,Polishing_M3,Grinding_M2,1,1,2,2,High,Normal,1,Low
P0039,Polishing_M3,Idle,1,20,No,Morning,Bearing_Stainless,68,9,59,Packaging_Line,Assembly_M4,18,0,0,0,Low,Warm,0,Medium
P0088,Polishing_M3,Busy,1,29,No,Night,Bearing_Steel_Chrome,69,7,25,Grinding_M2,Polishing_M3,26,0,1,2,Low,Warm,0,High
P0154,Assembly_M4,Overloaded,5,36,No,Morning,Bearing_Steel_Chrome,65,17,47,Packaging_Line,Grinding_M2,7,0,3,0,Medium,Warm,0,Low
P0473,Polishing_M3,Busy,9,14,No,Night,Bearing_Stainless,54,26,56,Grinding_M2,Polishing_M3,18,0,1,2,Medium,Warm,0,Medium
P0004,Assembly_M4,Overloaded,23,13,No,Evening,Bearing_Steel_Chrome,55,16,8,Grinding_M2,Polishing_M3,8,0,3,,High,Warm,1,Low
P0456,Grinding_M2,Maintenance,8,13,No,Morning,Bearing_Steel_Chrome,50,5,21,Packaging_Line,Assembly_M4,16,0,2,0,Medium,Warm,0,Medium
P0102,Lathe_M1,Idle,14,39,No,Morning,Bearing_Stainless,81,21,9,Grinding_M2,Grinding_M2,23,0,0,0,Medium,Hot,0,High
P0394,Polishing_M3,Idle,4,24,No,Evening,Bearing_Stainless,39,19,51,Assembly_M4,Polishing_M3,2,0,0,,Low,Normal,0,Low
P0220,Grinding_M2,Overloaded,12,8,Yes,Evening,Ceramic_Hybrid,66,14,14,Packaging_Line,Grinding_M2,29,1,3,,Medium,Warm,0,High
P0072,Polishing_M3,Maintenance,8,12,Yes,Evening,Ceramic_Hybrid,27,17,50,Polishing_M3,Lathe_M1,9,1,2,,Medium,Normal,0,Low
P0098,Polishing_M3,Busy,20,15,Yes,Evening,Bearing_Stainless,59,6,46,Assembly_M4,Lathe_M1,13,1,1,,High,Warm,1,Medium
P0083,Grinding_M2,Maintenance,3,17,No,Morning,Bearing_Stainless,36,6,14,Packaging_Line,Assembly_M4,28,0,2,0,Low,Normal,0,High
P0410,Grinding_M2,Overloaded,23,13,No,Night,Ceramic_Hybrid,76,8,6,Packaging_Line,Grinding_M2,22,0,3,2,High,Hot,1,High
P0057,Lathe_M1,Busy,23,27,Yes,Morning,Bearing_Stainless,63,9,43,Grinding_M2,Grinding_M2,21,1,1,0,High,Warm,1,High
P0027,Polishing_M3,Maintenance,22,33,Yes,Evening,Bearing_Stainless,38,27,55,Assembly_M4,Polishing_M3,5,1,2,,High,Normal,1,Low
P0249,Lathe_M1,Maintenance,22,35,Yes,Night,Bearing_Steel_Chrome,49,19,24,Polishing_M3,Grinding_M2,12,1,2,2,High,Normal,1,Medium
P0144,Lathe_M1,Overloaded,22,21,Yes,Night,Bearing_Stainless,69,3,29,Polishing_M3,Assembly_M4,13,1,3,2,High,Warm,1,Medium
P0362,Lathe_M1,Idle,6,32,Yes,Night,Ceramic_Hybrid,66,24,10,Polishing_M3,Grinding_M2,3,1,0,2,Medium,Warm,0,Low
P0062,Grinding_M2,Maintenance,2,22,Yes,Evening,Bearing_Steel_Chrome,35,23,24,Polishing_M3,Assembly_M4,5,1,2,,Low,Normal,0,Low
P0010,Grinding_M2,Busy,18,26,Yes,Evening,Bearing_Stainless,83,29,23,Assembly_M4,Grinding_M2,15,1,1,,High,Hot,1,Medium
P0114,Polishing_M3,Maintenance,15,28,No,Morning,Ceramic_Hybrid,65,5,19,Packaging_Line,Lathe_M1,25,0,2,0,High,Warm,1,High
P0156,Lathe_M1,Overloaded,11,39,No,Evening,Bearing_Stainless,79,15,53,Packaging_Line,Grinding_M2,19,0,3,,Medium,Hot,0,Medium
P0164,Lathe_M1,Idle,5,40,Yes,Morning,Bearing_Steel_Chrome,31,20,53,Assembly_M4,Grinding_M2,25,1,0,0,Medium,Normal,0,High
P0147,Assembly_M4,Overloaded,15,44,Yes,Evening,Bearing_Steel_Chrome,75,9,22,Assembly_M4,Assembly_M4,28,1,3,,High,Hot,1,High
P0187,Polishing_M3,Overloaded,15,23,Yes,Morning,Ceramic_Hybrid,66,18,49,Grinding_M2,Grinding_M2,13,1,3,0,High,Warm,1,Medium
P0170,Polishing_M3,Overloaded,6,31,No,Morning,Ceramic_Hybrid,34,3,40,Assembly_M4,Grinding_M2,25,0,3,0,Medium,Normal,0,High
P0300,Assembly_M4,Busy,5,28,Yes,Morning,Ceramic_Hybrid,42,24,10,Grinding_M2,Lathe_M1,29,1,1,0,Medium,Normal,0,High
P0301,Grinding_M2,Idle,24,21,No,Morning,Bearing_Steel_Chrome,70,25,15,Assembly_M4,Polishing_M3,26,0,0,0,High,Hot,1,High
P0372,Assembly_M4,Idle,18,38,Yes,Morning,Bearing_Steel_Chrome,52,4,15,Polishing_M3,Assembly_M4,6,1,0,0,High,Warm,1,Low
P0282,Polishing_M3,Overloaded,13,30,No,Evening,Ceramic_Hybrid,72,22,58,Grinding_M2,Assembly_M4,24,0,3,,Medium,Hot,0,High
P0035,Assembly_M4,Maintenance,6,34,Yes,Morning,Ceramic_Hybrid,83,9,55,Assembly_M4,Grinding_M2,20,1,2,0,Medium,Hot,0,High
P0149,Lathe_M1,Busy,15,36,Yes,Night,Bearing_Stainless,46,28,11,Packaging_Line,Lathe_M1,9,1,1,2,High,Normal,1,Low
P0085,Assembly_M4,Maintenance,12,5,No,Evening,Ceramic_Hybrid,53,9,58,Assembly_M4,Grinding_M2,4,0,2,,Medium,Warm,0,Low
P0095,Lathe_M1,Idle,2,7,Yes,Night,Ceramic_Hybrid,78,14,44,Grinding_M2,Assembly_M4,7,1,0,2,Low,Hot,0,Low
P0258,Polishing_M3,Overloaded,0,31,Yes,Evening,Ceramic_Hybrid,40,7,11,Assembly_M4,Lathe_M1,12,1,3,,Low,Normal,0,Medium
P0088,Grinding_M2,Busy,22,15,Yes,Evening,Bearing_Steel_Chrome,66,22,37,Polishing_M3,Polishing_M3,18,1,1,,High,Warm,1,Medium
P0475,Grinding_M2,Overloaded,3,41,Yes,Night,Bearing_Steel_Chrome,65,28,21,Polishing_M3,Lathe_M1,3,1,3,2,Low,Warm,0,Low
P0001,Polishing_M3,Overloaded,15,9,No,Morning,Ceramic_Hybrid,72,4,56,Assembly_M4,Grinding_M2,15,0,3,0,High,Hot,1,Medium
P0210,Polishing_M3,Overloaded,2,18,Yes,Night,Bearing_Steel_Chrome,72,18,28,Assembly_M4,Grinding_M2,20,1,3,2,Low,Hot,0,High
P0375,Polishing_M3,Idle,22,22,No,Morning,Ceramic_Hybrid,74,23,18,Grinding_M2,Assembly_M4,18,0,0,0,High,Hot,1,Medium
P0485,Polishing_M3,Idle,14,19,No,Morning,Bearing_Stainless,30,28,19,Assembly_M4,Grinding_M2,18,0,0,0,Medium,Normal,0,Medium
P0298,Assembly_M4,Idle,3,12,No,Morning,Ceramic_Hybrid,39,4,51,Packaging_Line,Polishing_M3,13,0,0,0,Low,Normal,0,Medium
P0076,Assembly_M4,Busy,8,38,No,Morning,Bearing_Stainless,48,9,36,Polishing_M3,Grinding_M2,29,0,1,0,Medium,Normal,0,High
P0097,Assembly_M4,Idle,19,17,No,Morning,Bearing_Stainless,25,3,19,Polishing_M3,Grinding_M2,12,0,0,0,High,Normal,1,Medium
P0419,Assembly_M4,Idle,13,33,Yes,Morning,Bearing_Steel_Chrome,58,19,58,Packaging_Line,Grinding_M2,7,1,0,0,Medium,Warm,0,Low
P0233,Assembly_M4,Busy,22,35,Yes,Night,Bearing_Steel_Chrome,49,7,18,Grinding_M2,Assembly_M4,8,1,1,2,High,Normal,1,Low
P0197,Lathe_M1,Busy,21,6,Yes,Night,Bearing_Steel_Chrome,41,6,18,Polishing_M3,Grinding_M2,25,1,1,2,High,Normal,1,High
P0395,Lathe_M1,Overloaded,23,34,Yes,Night,Ceramic_Hybrid,53,21,25,Grinding_M2,Lathe_M1,29,1,3,2,High,Warm,1,High
P0491,Lathe_M1,Overloaded,20,26,Yes,Morning,Bearing_Steel_Chrome,59,6,20,Packaging_Line,Assembly_M4,18,1,3,0,High,Warm,1,Medium
P0418,Grinding_M2,Overloaded,16,21,No,Evening,Bearing_Steel_Chrome,40,27,59,Polishing_M3,Lathe_M1,2,0,3,,High,Normal,1,Low
P0279,Polishing_M3,Busy,3,25,Yes,Morning,Bearing_Steel_Chrome,63,3,34,Assembly_M4,Lathe_M1,6,1,1,0,Low,Warm,0,Low
P0262,Assembly_M4,Idle,16,43,Yes,Morning,Bearing_Steel_Chrome,49,6,9,Polishing_M3,Assembly_M4,20,1,0,0,High,Normal,1,High
P0198,Grinding_M2,Overloaded,15,41,No,Morning,Ceramic_Hybrid,64,10,9,Packaging_Line,Lathe_M1,10,0,3,0,High,Warm,1,Medium
P0252,Grinding_M2,Busy,24,6,Yes,Morning,Bearing_Stainless,33,12,40,Assembly_M4,Lathe_M1,22,1,1,0,High,Normal,1,High
P0316,Polishing_M3,Busy,21,26,No,Morning,Bearing_Steel_Chrome,58,24,33,Polishing_M3,Grinding_M2,6,0,1,0,High,Warm,1,Low
P0220,Polishing_M3,Idle,13,37,No,Morning,Ceramic_Hybrid,42,8,5,Assembly_M4,Polishing_M3,1,0,0,0,Medium,Normal,0,Low
P0179,Lathe_M1,Overloaded,0,28,No,Night,Bearing_Stainless,28,5,22,Assembly_M4,Lathe_M1,27,0,3,2,Low,Normal,0,High
P0404,Lathe_M1,Idle,10,36,Yes,Evening,Bearing_Steel_Chrome,57,29,46,Packaging_Line,Assembly_M4,9,1,0,,Medium,Warm,0,Low
P0370,Assembly_M4,Busy,22,40,Yes,Night,Bearing_Stainless,84,7,20,Assembly_M4,Grinding_M2,2,1,1,2,High,Hot,1,Low
P0047,Polishing_M3,Idle,22,28,Yes,Evening,Bearing_Stainless,80,18,17,Assembly_M4,Assembly_M4,24,1,0,,High,Hot,1,High
P0218,Assembly_M4,Maintenance,17,17,No,Morning,Ceramic_Hybrid,73,6,47,Polishing_M3,Assembly_M4,7,0,2,0,High,Hot,1,Low
P0215,Assembly_M4,Maintenance,9,21,Yes,Evening,Bearing_Steel_Chrome,39,19,27,Packaging_Line,Grinding_M2,22,1,2,,Medium,Normal,0,High
P0360,Lathe_M1,Idle,18,34,No,Morning,Bearing_Steel_Chrome,82,3,8,Grinding_M2,Polishing_M3,3,0,0,0,High,Hot,1,Low
P0286,Assembly_M4,Idle,6,22,Yes,Morning,Bearing_Stainless,66,8,44,Assembly_M4,Grinding_M2,6,1,0,0,Medium,Warm,0,Low
P0151,Assembly_M4,Idle,21,5,No,Morning,Bearing_Steel_Chrome,28,15,53,Polishing_M3,Lathe_M1,20,0,0,0,High,Normal,1,High
P0383,Grinding_M2,Busy,17,33,Yes,Evening,Ceramic_Hybrid,45,27,18,Grinding_M2,Assembly_M4,9,1,1,,High,Normal,1,Low
P0191,Lathe_M1,Busy,14,16,Yes,Evening,Ceramic_Hybrid,66,20,55,Polishing_M3,Lathe_M1,6,1,1,,Medium,Warm,0,Low
P0076,Polishing_M3,Idle,19,28,Yes,Morning,Bearing_Steel_Chrome,51,7,12,Grinding_M2,Assembly_M4,1,1,0,0,High,Warm,1,Low
P0077,Grinding_M2,Maintenance,21,28,Yes,Night,Ceramic_Hybrid,71,8,23,Assembly_M4,Assembly_M4,22,1,2,2,High,Hot,1,High
P0211,Polishing_M3,Maintenance,24,39,Yes,Evening,Bearing_Steel_Chrome,54,23,15,Polishing_M3,Lathe_M1,20,1,2,,High,Warm,1,High
P0452,Lathe_M1,Idle,18,38,Yes,Morning,Bearing_Stainless,25,17,22,Packaging_Line,Assembly_M4,23,1,0,0,High,Normal,1,High
P0284,Polishing_M3,Overloaded,16,42,Yes,Evening,Bearing_Steel_Chrome,38,24,29,Assembly_M4,Lathe_M1,15,1,3,,High,Normal,1,Medium
P0268,Assembly_M4,Idle,13,26,Yes,Evening,Ceramic_Hybrid,27,25,59,Grinding_M2,Grinding_M2,19,1,0,,Medium,Normal,0,Medium
P0201,Grinding_M2,Busy,24,38,No,Evening,Bearing_Stainless,59,19,5,Packaging_Line,Assembly_M4,20,0,1,,High,Warm,1,High
P0085,Lathe_M1,Overloaded,20,33,No,Morning,Bearing_Stainless,30,6,5,Grinding_M2,Lathe_M1,19,0,3,0,High,Normal,1,Medium
P0040,Polishing_M3,Overloaded,0,31,Yes,Morning,Bearing_Stainless,45,22,20,Polishing_M3,Lathe_M1,12,1,3,0,Low,Normal,0,Medium
P0034,Grinding_M2,Busy,21,44,No,Morning,Ceramic_Hybrid,50,17,32,Polishing_M3,Lathe_M1,1,0,1,0,High,Warm,1,Low
P0124,Polishing_M3,Busy,3,14,Yes,Night,Bearing_Stainless,67,18,27,Grinding_M2,Lathe_M1,7,1,1,2,Low,Warm,0,Low
P0162,Lathe_M1,Overloaded,11,11,Yes,Evening,Bearing_Stainless,68,16,38,Packaging_Line,Grinding_M2,14,1,3,,Medium,Warm,0,Medium
P0162,Assembly_M4,Overloaded,12,8,Yes,Night,Ceramic_Hybrid,38,15,20,Grinding_M2,Polishing_M3,7,1,3,2,Medium,Normal,0,Low
P0209,Lathe_M1,Idle,18,6,Yes,Night,Bearing_Stainless,34,19,21,Packaging_Line,Lathe_M1,5,1,0,2,High,Normal,1,Low
P0149,Grinding_M2,Idle,11,10,No,Morning,Ceramic_Hybrid,46,10,24,Grinding_M2,Grinding_M2,1,0,0,0,Medium,Normal,0,Low
P0453,Grinding_M2,Idle,21,10,Yes,Night,Ceramic_Hybrid,43,19,10,Assembly_M4,Assembly_M4,13,1,0,2,High,Normal,1,Medium
P0403,Grinding_M2,Overloaded,0,27,No,Evening,Ceramic_Hybrid,47,27,17,Packaging_Line,Lathe_M1,7,0,3,,Low,Normal,0,Low
P0457,Assembly_M4,Idle,14,31,Yes,Night,Ceramic_Hybrid,50,2,19,Grinding_M2,Grinding_M2,4,1,0,2,Medium,Warm,0,Low
P0291,Assembly_M4,Busy,12,31,Yes,Morning,Bearing_Stainless,81,6,6,Grinding_M2,Assembly_M4,23,1,1,0,Medium,Hot,0,High
P0049,Assembly_M4,Overloaded,0,20,Yes,Evening,Bearing_Steel_Chrome,47,7,59,Grinding_M2,Polishing_M3,16,1,3,,Low,Normal,0,Medium
P0296,Polishing_M3,Overloaded,13,33,Yes,Morning,Bearing_Steel_Chrome,50,4,19,Packaging_Line,Polishing_M3,3,1,3,0,Medium,Warm,0,Low
P0243,Polishing_M3,Maintenance,22,33,Yes,Morning,Ceramic_Hybrid,58,2,45,Packaging_Line,Lathe_M1,9,1,2,0,High,Warm,1,Low
P0187,Polishing_M3,Maintenance,22,11,No,Night,Ceramic_Hybrid,27,27,36,Polishing_M3,Assembly_M4,18,0,2,2,High,Normal,1,Medium
P0188,Polishing_M3,Overloaded,10,11,Yes,Night,Bearing_Stainless,65,2,18,Packaging_Line,Polishing_M3,20,1,3,2,Medium,Warm,0,High
P0450,Lathe_M1,Busy,5,43,Yes,Night,Ceramic_Hybrid,34,8,30,Grinding_M2,Grinding_M2,2,1,1,2,Medium,Normal,0,Low
P0437,Lathe_M1,Overloaded,3,25,No,Morning,Ceramic_Hybrid,84,18,37,Packaging_Line,Lathe_M1,10,0,3,0,Low,Hot,0,Medium
P0115,Assembly_M4,Maintenance,18,16,Yes,Evening,Bearing_Stainless,80,17,45,Packaging_Line,Assembly_M4,15,1,2,,High,Hot,1,Medium
P0056,Lathe_M1,Idle,16,6,Yes,Evening,Bearing_Stainless,60,19,11,Polishing_M3,Assembly_M4,13,1,0,,High,Warm,1,Medium
P0169,Lathe_M1,Overloaded,14,29,No,Night,Bearing_Stainless,47,29,26,Polishing_M3,Assembly_M4,26,0,3,2,Medium,Normal,0,High
P0059,Polishing_M3,Maintenance,0,15,Yes,Night,Bearing_Steel_Chrome,34,26,41,Packaging_Line,Grinding_M2,16,1,2,2,Low,Normal,0,Medium
P0328,Grinding_M2,Overloaded,10,42,Yes,Night,Bearing_Stainless,65,14,28,Grinding_M2,Polishing_M3,8,1,3,2,Medium,Warm,0,Low
P0405,Assembly_M4,Maintenance,13,37,Yes,Morning,Bearing_Steel_Chrome,41,25,41,Grinding_M2,Assembly_M4,25,1,2,0,Medium,Normal,0,High
P0139,Polishing_M3,Idle,1,36,Yes,Morning,Bearing_Steel_Chrome,81,29,28,Assembly_M4,Assembly_M4,9,1,0,0,Low,Hot,0,Low
P0042,Polishing_M3,Maintenance,3,21,No,Night,Bearing_Steel_Chrome,41,22,54,Assembly_M4,Grinding_M2,16,0,2,2,Low,Normal,0,Medium
P0426,Lathe_M1,Busy,7,15,No,Evening,Bearing_Stainless,45,22,22,Polishing_M3,Grinding_M2,23,0,1,,Medium,Normal,0,High
P0179,Assembly_M4,Maintenance,23,14,No,Night,Ceramic_Hybrid,69,18,22,Polishing_M3,Assembly_M4,10,0,2,2,High,Warm,1,Medium
P0182,Assembly_M4,Busy,15,24,Yes,Morning,Ceramic_Hybrid,61,14,22,Polishing_M3,Polishing_M3,17,1,1,0,High,Warm,1,Medium
P0341,Polishing_M3,Busy,8,18,Yes,Evening,Bearing_Steel_Chrome,73,5,22,Packaging_Line,Polishing_M3,27,1,1,,Medium,Hot,0,High
P0059,Assembly_M4,Overloaded,19,13,Yes,Evening,Bearing_Steel_Chrome,37,16,31,Packaging_Line,Lathe_M1,15,1,3,,High,Normal,1,Medium
P0019,Grinding_M2,Idle,4,23,No,Night,Ceramic_Hybrid,50,21,30,Polishing_M3,Assembly_M4,25,0,0,2,Low,Warm,0,High
P0111,Polishing_M3,Idle,13,32,Yes,Night,Ceramic_Hybrid,73,19,36,Grinding_M2,Polishing_M3,21,1,0,2,Medium,Hot,0,High
P0417,Polishing_M3,Busy,2,6,No,Evening,Ceramic_Hybrid,57,11,23,Grinding_M2,Assembly_M4,17,0,1,,Low,Warm,0,Medium
P0333,Assembly_M4,Maintenance,11,37,No,Evening,Bearing_Stainless,36,18,7,Packaging_Line,Polishing_M3,11,0,2,,Medium,Normal,0,Medium
P0059,Grinding_M2,Maintenance,16,30,No,Evening,Bearing_Steel_Chrome,59,9,56,Polishing_M3,Assembly_M4,4,0,2,,High,Warm,1,Low
P0196,Polishing_M3,Maintenance,20,11,No,Night,Ceramic_Hybrid,70,15,40,Grinding_M2,Lathe_M1,16,0,2,2,High,Hot,1,Medium
P0413,Lathe_M1,Busy,23,5,Yes,Night,Bearing_Stainless,73,26,14,Grinding_M2,Assembly_M4,22,1,1,2,High,Hot,1,High
P0384,Lathe_M1,Maintenance,15,20,Yes,Night,Bearing_Stainless,82,9,33,Packaging_Line,Grinding_M2,7,1,2,2,High,Hot,1,Low
P0115,Assembly_M4,Maintenance,5,20,Yes,Morning,Bearing_Stainless,44,17,11,Grinding_M2,Polishing_M3,9,1,2,0,Medium,Normal,0,Low
P0496,Assembly_M4,Maintenance,13,30,No,Morning,Bearing_Stainless,50,15,11,Polishing_M3,Polishing_M3,1,0,2,0,Medium,Warm,0,Low
P0138,Polishing_M3,Overloaded,24,24,No,Night,Bearing_Steel_Chrome,27,21,8,Grinding_M2,Assembly_M4,29,0,3,2,High,Normal,1,High
P0017,Lathe_M1,Busy,10,6,Yes,Evening,Ceramic_Hybrid,38,13,34,Assembly_M4,Polishing_M3,17,1,1,,Medium,Normal,0,Medium
P0088,Assembly_M4,Idle,11,30,No,Morning,Ceramic_Hybrid,68,2,17,Packaging_Line,Lathe_M1,14,0,0,0,Medium,Warm,0,Medium
P0411,Assembly_M4,Idle,23,38,No,Night,Bearing_Steel_Chrome,68,27,25,Packaging_Line,Polishing_M3,28,0,0,2,High,Warm,1,High
P0265,Grinding_M2,Maintenance,15,40,Yes,Morning,Ceramic_Hybrid,64,3,46,Polishing_M3,Lathe_M1,9,1,2,0,High,Warm,1,Low
P0324,Assembly_M4,Overloaded,22,19,Yes,Evening,Bearing_Steel_Chrome,37,24,21,Grinding_M2,Lathe_M1,16,1,3,,High,Normal,1,Medium
P0014,Assembly_M4,Busy,1,24,Yes,Morning,Ceramic_Hybrid,44,28,50,Grinding_M2,Assembly_M4,3,1,1,0,Low,Normal,0,Low
P0013,Grinding_M2,Maintenance,22,16,No,Morning,Bearing_Steel_Chrome,64,3,40,Polishing_M3,Polishing_M3,14,0,2,0,High,Warm,1,Medium
P0100,Grinding_M2,Maintenance,15,23,No,Night,Bearing_Steel_Chrome,58,13,50,Assembly_M4,Lathe_M1,6,0,2,2,High,Warm,1,Low
P0479,Grinding_M2,Busy,12,40,Yes,Morning,Bearing_Stainless,46,19,16,Grinding_M2,Lathe_M1,20,1,1,0,Medium,Normal,0,High
P0073,Polishing_M3,Overloaded,21,34,Yes,Morning,Bearing_Steel_Chrome,77,20,44,Packaging_Line,Polishing_M3,7,1,3,0,High,Hot,1,Low
P0468,Grinding_M2,Maintenance,15,23,Yes,Evening,Bearing_Steel_Chrome,30,21,31,Packaging_Line,Lathe_M1,21,1,2,,High,Normal,1,High
P0250,Lathe_M1,Idle,10,41,No,Evening,Bearing_Stainless,72,8,9,Packaging_Line,Grinding_M2,11,0,0,,Medium,Hot,0,Medium
P0093,Polishing_M3,Busy,14,7,Yes,Night,Ceramic_Hybrid,82,6,27,Grinding_M2,Lathe_M1,21,1,1,2,Medium,Hot,0,High
P0500,Polishing_M3,Overloaded,4,13,No,Night,Ceramic_Hybrid,39,4,33,Grinding_M2,Grinding_M2,6,0,3,2,Low,Normal,0,Low
P0268,Polishing_M3,Busy,16,30,Yes,Night,Bearing_Steel_Chrome,45,9,25,Grinding_M2,Grinding_M2,25,1,1,2,High,Normal,1,High
P0111,Polishing_M3,Busy,10,42,Yes,Morning,Bearing_Stainless,32,11,28,Polishing_M3,Grinding_M2,29,1,1,0,Medium,Normal,0,High
P0043,Grinding_M2,Overloaded,2,18,No,Evening,Bearing_Steel_Chrome,79,15,14,Grinding_M2,Polishing_M3,12,0,3,,Low,Hot,0,Medium
P0363,Polishing_M3,Maintenance,5,38,No,Evening,Ceramic_Hybrid,65,11,21,Packaging_Line,Grinding_M2,17,0,2,,Medium,Warm,0,Medium
P0129,Grinding_M2,Idle,2,35,No,Evening,Bearing_Steel_Chrome,75,2,16,Assembly_M4,Grinding_M2,7,0,0,,Low,Hot,0,Low
P0407,Grinding_M2,Maintenance,3,17,No,Evening,Bearing_Stainless,58,11,25,Assembly_M4,Polishing_M3,22,0,2,,Low,Warm,0,High
P0319,Lathe_M1,Maintenance,24,8,No,Morning,Ceramic_Hybrid,42,6,23,Assembly_M4,Polishing_M3,2,0,2,0,High,Normal,1,Low
P0460,Lathe_M1,Maintenance,11,21,Yes,Morning,Ceramic_Hybrid,34,3,10,Assembly_M4,Assembly_M4,8,1,2,0,Medium,Normal,0,Low
P0151,Polishing_M3,Maintenance,18,15,Yes,Morning,Bearing_Steel_Chrome,81,13,13,Assembly_M4,Assembly_M4,2,1,2,0,High,Hot,1,Low
P0405,Grinding_M2,Overloaded,7,15,Yes,Morning,Bearing_Steel_Chrome,84,22,40,Assembly_M4,Polishing_M3,10,1,3,0,Medium,Hot,0,Medium
P0075,Polishing_M3,Busy,20,24,Yes,Evening,Ceramic_Hybrid,72,9,40,Grinding_M2,Polishing_M3,29,1,1,,High,Hot,1,High
P0110,Assembly_M4,Overloaded,9,16,Yes,Night,Bearing_Steel_Chrome,38,17,58,Packaging_Line,Polishing_M3,18,1,3,2,Medium,Normal,0,Medium
P0309,Grinding_M2,Idle,20,26,Yes,Night,Bearing_Stainless,45,13,54,Grinding_M2,Assembly_M4,7,1,0,2,High,Normal,1,Low
P0350,Assembly_M4,Overloaded,19,28,No,Morning,Bearing_Steel_Chrome,47,8,13,Grinding_M2,Assembly_M4,1,0,3,0,High,Normal,1,Low
P0256,Lathe_M1,Overloaded,5,42,No,Morning,Bearing_Steel_Chrome,78,13,26,Packaging_Line,Grinding_M2,12,0,3,0,Medium,Hot,0,Medium
P0308,Polishing_M3,Maintenance,9,10,Yes,Night,Bearing_Steel_Chrome,41,20,54,Assembly_M4,Lathe_M1,6,1,2,2,Medium,Normal,0,Low
P0330,Lathe_M1,Maintenance,23,14,No,Morning,Bearing_Stainless,80,9,25,Grinding_M2,Lathe_M1,24,0,2,0,High,Hot,1,High
P0173,Lathe_M1,Busy,5,25,No,Morning,Bearing_Stainless,81,8,28,Assembly_M4,Polishing_M3,1,0,1,0,Medium,Hot,0,Low
P0163,Polishing_M3,Maintenance,17,32,Yes,Night,Bearing_Stainless,81,21,36,Packaging_Line,Lathe_M1,12,1,2,2,High,Hot,1,Medium
P0202,Polishing_M3,Maintenance,15,31,No,Night,Bearing_Steel_Chrome,34,15,56,Assembly_M4,Lathe_M1,10,0,2,2,High,Normal,1,Medium
P0015,Grinding_M2,Busy,9,30,Yes,Morning,Bearing_Steel_Chrome,49,12,27,Assembly_M4,Assembly_M4,2,1,1,0,Medium,Normal,0,Low
P0116,Grinding_M2,Busy,24,44,Yes,Night,Bearing_Stainless,47,8,44,Grinding_M2,Lathe_M1,1,1,1,2,High,Normal,1,Low
P0133,Lathe_M1,Busy,20,6,Yes,Evening,Bearing_Steel_Chrome,42,16,37,Assembly_M4,Polishing_M3,5,1,1,,High,Normal,1,Low
P0353,Assembly_M4,Overloaded,1,24,Yes,Morning,Ceramic_Hybrid,59,20,54,Packaging_Line,Lathe_M1,29,1,3,0,Low,Warm,0,High
P0065,Polishing_M3,Idle,21,22,No,Night,Bearing_Stainless,70,25,12,Grinding_M2,Grinding_M2,29,0,0,2,High,Hot,1,High
P0296,Assembly_M4,Maintenance,11,14,No,Evening,Ceramic_Hybrid,47,21,53,Packaging_Line,Grinding_M2,11,0,2,,Medium,Normal,0,Medium
P0048,Polishing_M3,Overloaded,1,30,Yes,Evening,Ceramic_Hybrid,60,2,51,Polishing_M3,Grinding_M2,13,1,3,,Low,Warm,0,Medium
P0356,Lathe_M1,Busy,7,29,No,Morning,Bearing_Steel_Chrome,28,11,23,Grinding_M2,Grinding_M2,18,0,1,0,Medium,Normal,0,Medium
P0240,Assembly_M4,Idle,4,34,No,Morning,Bearing_Stainless,43,27,27,Polishing_M3,Polishing_M3,27,0,0,0,Low,Normal,0,High
P0390,Polishing_M3,Maintenance,21,20,Yes,Night,Bearing_Steel_Chrome,25,13,28,Polishing_M3,Grinding_M2,2,1,2,2,High,Normal,1,Low
P0470,Polishing_M3,Maintenance,20,12,No,Night,Ceramic_Hybrid,42,26,52,Polishing_M3,Assembly_M4,5,0,2,2,High,Normal,1,Low
