Timestamp,Machine_ID,Process_Name,Temperature_C,Vibration_mm_s,Speed_RPM,Output_Units,Defects,Status
2026-08-18 09:35:57,M6,Packaging,44.28,0.44,842,1,0,RUNNING
2026-08-18 09:35:59,M6,Packaging,47.18,0.48,858,1,0,RUNNING
2026-08-18 09:36:02,M5,Quality Inspection,66.53,4.51,198,1,3,WARNING
2026-08-18 09:36:04,M6,Packaging,67.25,5.48,501,1,2,WARNING
2026-08-18 09:36:06,M2,Heat Treatment,74.86,0.35,0,1,0,RUNNING
2026-08-18 09:36:08,M5,Quality Inspection,43.89,0.34,507,1,0,RUNNING
2026-08-18 09:36:10,M1,Turning,60.75,6.32,958,1,2,WARNING
2026-08-18 09:36:12,M1,Turning,42.96,0.74,1189,1,0,RUNNING
2026-08-18 09:36:14,M2,Heat Treatment,71.1,0.54,0,1,0,RUNNING
2026-08-18 09:36:17,M3,Grinding & Honing,80.61,7.17,737,1,1,WARNING
2026-08-18 09:36:19,M1,Turning,41.8,0.73,1183,1,0,RUNNING
2026-08-18 09:36:21,M6,Packaging,46.33,0.38,861,1,0,RUNNING
2026-08-18 09:36:23,M2,Heat Treatment,73.6,0.42,0,1,0,RUNNING
2026-08-18 09:36:25,M4,Assembly,61.67,0.51,686,1,0,RUNNING
2026-08-18 09:36:27,M4,Assembly,61.53,0.51,697,1,0,RUNNING
2026-08-18 09:36:29,M1,Turning,42.33,1.08,1198,1,0,RUNNING
2026-08-18 09:36:31,M1,Turning,42.76,1.11,1190,1,0,RUNNING
2026-08-18 09:36:34,M3,Grinding & Honing,58.28,1.38,953,1,0,RUNNING
2026-08-18 09:36:36,M2,Heat Treatment,73.92,0.72,0,1,0,RUNNING
2026-08-18 09:36:38,M4,Assembly,60.99,0.46,702,1,0,RUNNING
2026-08-18 09:36:40,M6,Packaging,43.31,0.33,841,1,0,RUNNING
2026-08-18 09:36:42,M5,Quality Inspection,45.99,0.48,481,1,0,RUNNING
2026-08-18 09:36:44,M5,Quality Inspection,46.79,0.25,481,1,0,RUNNING
2026-08-18 09:36:46,M1,Turning,43.33,0.78,1219,1,0,RUNNING
2026-08-18 09:36:48,M4,Assembly,60.84,0.7,712,1,0,RUNNING
2026-08-18 09:36:51,M3,Grinding & Honing,57.37,1.72,939,1,0,RUNNING
2026-08-18 09:36:53,M4,Assembly,62.8,0.76,689,1,0,RUNNING
2026-08-18 09:36:55,M3,Grinding & Honing,59.93,1.7,941,1,0,RUNNING
2026-08-18 09:36:57,M6,Packaging,47.75,0.16,857,1,0,RUNNING
2026-08-18 09:36:59,M3,Grinding & Honing,81.56,6.73,669,1,4,WARNING
2026-08-18 09:37:01,M1,Turning,44.88,0.96,1180,1,0,RUNNING
2026-08-18 09:37:03,M6,Packaging,65.96,3.6,634,1,2,WARNING
2026-08-18 09:37:06,M2,Heat Treatment,74.37,0.6,0,1,0,RUNNING
2026-08-18 09:37:08,M5,Quality Inspection,44.45,0.29,508,1,0,RUNNING
2026-08-18 09:37:10,M3,Grinding & Honing,57.06,1.7,935,1,0,RUNNING
2026-08-18 09:37:12,M5,Quality Inspection,62.21,3.41,134,1,3,WARNING
2026-08-18 09:37:14,M5,Quality Inspection,45.84,0.41,486,1,0,RUNNING
2026-08-18 09:37:16,M6,Packaging,44.75,0.27,865,1,0,RUNNING
2026-08-18 09:37:19,M1,Turning,41.7,0.93,1215,1,0,RUNNING
2026-08-18 09:37:21,M3,Grinding & Honing,57.25,1.36,955,1,0,RUNNING
2026-08-18 09:37:23,M2,Heat Treatment,70.99,0.63,0,1,0,RUNNING
2026-08-18 09:37:25,M6,Packaging,61.07,4.04,559,1,1,WARNING
2026-08-18 09:37:27,M6,Packaging,45.44,0.54,836,1,0,RUNNING
2026-08-18 09:37:29,M4,Assembly,63.5,0.68,683,1,0,RUNNING
2026-08-18 09:37:32,M3,Grinding & Honing,58.35,1.82,931,1,0,RUNNING
2026-08-18 09:37:34,M3,Grinding & Honing,60.01,1.73,967,1,0,RUNNING
2026-08-18 09:37:36,M1,Turning,59.17,3.81,821,1,1,WARNING
2026-08-18 09:37:38,M1,Turning,42.39,1.08,1181,1,0,RUNNING
2026-08-18 09:37:40,M4,Assembly,82.55,4.59,469,1,4,WARNING
2026-08-18 09:37:43,M1,Turning,43.13,0.77,1217,1,0,RUNNING
2026-08-18 09:37:45,M2,Heat Treatment,74.12,0.31,0,1,0,RUNNING
2026-08-18 09:37:47,M6,Packaging,68.66,5.65,580,1,3,WARNING
2026-08-18 09:37:49,M5,Quality Inspection,44.38,0.52,518,1,0,RUNNING
2026-08-18 09:37:51,M6,Packaging,47.31,0.36,869,1,0,RUNNING
2026-08-18 09:37:54,M5,Quality Inspection,46.06,0.26,516,1,0,RUNNING
2026-08-18 09:37:56,M2,Heat Treatment,91.52,6.09,0,1,2,WARNING
2026-08-18 09:37:58,M4,Assembly,85.5,6.44,411,1,1,WARNING
2026-08-18 09:38:00,M2,Heat Treatment,72.89,0.47,0,1,0,RUNNING
2026-08-18 09:38:02,M4,Assembly,61.24,0.72,702,1,0,RUNNING
2026-08-18 09:38:05,M1,Turning,43.53,1.1,1212,1,0,RUNNING
2026-08-18 09:38:07,M6,Packaging,47.23,0.52,868,1,0,RUNNING
2026-08-18 09:38:09,M3,Grinding & Honing,57.1,1.44,964,1,0,RUNNING
2026-08-18 09:38:11,M6,Packaging,45.84,0.44,842,1,0,RUNNING
2026-08-18 09:38:13,M2,Heat Treatment,73.51,0.45,0,1,0,RUNNING
2026-08-18 09:38:16,M6,Packaging,46.33,0.18,860,1,0,RUNNING
2026-08-18 09:38:18,M6,Packaging,46.27,0.52,870,1,0,RUNNING
2026-08-18 09:38:20,M3,Grinding & Honing,74.58,5.95,664,1,3,WARNING
2026-08-18 09:38:22,M2,Heat Treatment,71.65,0.56,0,1,0,RUNNING
2026-08-18 09:38:25,M4,Assembly,60.47,0.47,714,1,0,RUNNING
2026-08-18 09:38:27,M4,Assembly,83.79,5.05,408,1,4,WARNING
2026-08-18 09:38:29,M1,Turning,44.39,1.14,1215,1,0,RUNNING
2026-08-18 09:38:31,M4,Assembly,60.33,0.58,720,1,0,RUNNING
2026-08-18 09:38:33,M4,Assembly,60.82,0.56,697,1,0,RUNNING
2026-08-18 09:38:35,M6,Packaging,45.46,0.58,839,1,0,RUNNING
2026-08-18 09:38:38,M2,Heat Treatment,72.13,0.7,0,1,0,RUNNING
2026-08-18 09:38:40,M4,Assembly,61.3,0.78,682,1,0,RUNNING
2026-08-18 09:38:42,M2,Heat Treatment,70.59,0.3,0,1,0,RUNNING
2026-08-18 09:38:44,M1,Turning,42.74,0.76,1182,1,0,RUNNING
2026-08-18 09:38:46,M1,Turning,40.78,0.69,1204,1,0,RUNNING
2026-08-18 09:38:49,M6,Packaging,43.28,0.48,833,1,0,RUNNING
2026-08-18 09:38:51,M3,Grinding & Honing,77.73,4.87,694,1,3,WARNING
2026-08-18 09:38:53,M5,Quality Inspection,44.46,0.16,519,1,0,RUNNING
2026-08-18 09:38:55,M3,Grinding & Honing,60.75,1.42,964,1,0,RUNNING
2026-08-18 09:38:58,M6,Packaging,68.16,3.74,480,1,2,WARNING
2026-08-18 09:39:00,M3,Grinding & Honing,60.31,1.56,939,1,0,RUNNING
2026-08-18 09:39:02,M4,Assembly,81.97,4.8,398,1,2,WARNING
2026-08-18 09:39:04,M3,Grinding & Honing,73.4,5.63,664,1,4,WARNING
2026-08-18 09:39:07,M1,Turning,59.28,4.8,990,1,3,WARNING
2026-08-18 09:39:09,M3,Grinding & Honing,58.34,1.76,969,1,0,RUNNING
2026-08-18 09:39:11,M2,Heat Treatment,72.71,0.44,0,1,0,RUNNING
2026-08-18 09:39:13,M6,Packaging,47.96,0.48,856,1,0,RUNNING
2026-08-18 09:39:15,M2,Heat Treatment,72.09,0.75,0,1,0,RUNNING
2026-08-18 09:39:18,M2,Heat Treatment,73.36,0.31,0,1,0,RUNNING
2026-08-18 09:39:20,M3,Grinding & Honing,80.8,5.19,635,1,2,WARNING
2026-08-18 09:39:22,M6,Packaging,47.3,0.2,863,1,0,RUNNING
2026-08-18 09:39:24,M4,Assembly,61.44,0.83,697,1,0,RUNNING
2026-08-18 09:39:26,M1,Turning,58.17,5.52,907,1,4,WARNING
2026-08-18 09:39:29,M4,Assembly,62.83,0.54,690,1,0,RUNNING
2026-08-18 09:39:31,M6,Packaging,45.45,0.39,870,1,0,RUNNING
2026-08-18 09:39:33,M2,Heat Treatment,70.13,0.39,0,1,0,RUNNING
2026-08-18 09:39:35,M3,Grinding & Honing,58.84,1.65,930,1,0,RUNNING
2026-08-18 09:39:37,M2,Heat Treatment,71.71,0.33,0,1,0,RUNNING
2026-08-18 09:39:40,M2,Heat Treatment,73.39,0.68,0,1,0,RUNNING
2026-08-18 09:39:42,M2,Heat Treatment,72.29,0.38,0,1,0,RUNNING
2026-08-18 09:39:44,M2,Heat Treatment,71.64,0.53,0,1,0,RUNNING
2026-08-18 09:39:46,M6,Packaging,44.33,0.18,868,1,0,RUNNING
2026-08-18 09:39:48,M5,Quality Inspection,46.47,0.65,517,1,0,RUNNING
2026-08-18 09:39:51,M1,Turning,64.91,3.86,895,1,4,WARNING
2026-08-18 09:39:53,M4,Assembly,61.04,0.82,691,1,0,RUNNING
2026-08-18 09:39:55,M4,Assembly,83.87,3.58,475,1,3,WARNING
2026-08-18 09:39:57,M6,Packaging,45.65,0.35,836,1,0,RUNNING
2026-08-18 09:39:59,M2,Heat Treatment,73.44,0.61,0,1,0,RUNNING
2026-08-18 09:40:01,M6,Packaging,44.95,0.16,833,1,0,RUNNING
2026-08-18 09:40:04,M3,Grinding & Honing,56.39,1.64,958,1,0,RUNNING
2026-08-18 09:40:06,M5,Quality Inspection,43.1,0.52,518,1,0,RUNNING
2026-08-18 09:40:08,M6,Packaging,43.97,0.65,833,1,0,RUNNING
2026-08-18 09:40:10,M2,Heat Treatment,73.68,0.42,0,1,0,RUNNING
2026-08-18 09:40:12,M1,Turning,62.93,5.06,919,1,4,WARNING
2026-08-18 09:40:15,M3,Grinding & Honing,60.81,1.66,969,1,0,RUNNING
2026-08-18 09:40:17,M4,Assembly,60.96,0.65,693,1,0,RUNNING
2026-08-18 09:40:19,M2,Heat Treatment,73.57,0.46,0,1,0,RUNNING
2026-08-18 09:40:21,M3,Grinding & Honing,60.75,1.42,949,1,0,RUNNING
2026-08-18 09:40:24,M1,Turning,42.21,0.89,1201,1,0,RUNNING
2026-08-18 09:40:26,M2,Heat Treatment,74.98,0.71,0,1,0,RUNNING
2026-08-18 09:40:28,M1,Turning,43.65,1.05,1183,1,0,RUNNING
2026-08-18 09:40:30,M6,Packaging,64.93,3.83,480,1,2,WARNING
2026-08-18 09:40:32,M4,Assembly,64.33,0.7,687,1,0,RUNNING
2026-08-18 09:40:35,M5,Quality Inspection,47.45,0.47,480,1,0,RUNNING
2026-08-18 09:40:37,M4,Assembly,62.18,0.36,720,1,0,RUNNING
2026-08-18 09:40:39,M2,Heat Treatment,71.03,0.71,0,1,0,RUNNING
2026-08-18 09:40:41,M4,Assembly,63.2,0.7,711,1,0,RUNNING
2026-08-18 09:40:44,M3,Grinding & Honing,56.27,1.66,963,1,0,RUNNING
2026-08-18 09:40:46,M5,Quality Inspection,46.29,0.23,501,1,0,RUNNING
2026-08-18 09:40:48,M6,Packaging,61.25,4.83,553,1,2,WARNING
2026-08-18 09:40:50,M2,Heat Treatment,70.64,0.39,0,1,0,RUNNING
2026-08-18 09:40:52,M3,Grinding & Honing,60.15,1.4,962,1,0,RUNNING
2026-08-18 11:12:43,M6,Packaging,45.99,0.23,859,1,0,RUNNING
2026-08-18 11:12:43,M4,Assembly,62.43,0.78,712,1,0,RUNNING
2026-08-18 11:12:45,M3,Grinding & Honing,58.89,1.6,964,1,0,RUNNING
2026-08-18 11:12:47,M2,Heat Treatment,71.1,0.63,0,1,0,RUNNING
2026-08-18 11:12:50,M5,Quality Inspection,66.83,4.11,289,1,2,WARNING
2026-08-18 11:12:52,M4,Assembly,63.11,0.84,695,1,0,RUNNING
2026-08-18 11:16:37,M1,Turning,42.83,1.08,1196,1,0,RUNNING
2026-08-18 11:16:38,M2,Heat Treatment,70.79,0.32,0,1,0,RUNNING
2026-08-18 11:16:40,M6,Packaging,47.61,0.64,858,1,0,RUNNING
2026-08-18 11:16:42,M6,Packaging,47.0,0.47,861,1,0,RUNNING
2026-08-18 11:16:44,M2,Heat Treatment,71.04,0.3,0,1,0,RUNNING
2026-08-18 11:16:46,M5,Quality Inspection,63.67,3.92,122,1,1,WARNING
2026-08-18 11:16:49,M1,Turning,41.49,0.8,1202,1,0,RUNNING
2026-08-18 11:16:51,M3,Grinding & Honing,82.7,6.56,707,1,1,WARNING
2026-08-18 11:16:53,M5,Quality Inspection,63.2,4.47,103,1,2,WARNING
2026-08-18 11:16:55,M1,Turning,44.94,0.92,1183,1,0,RUNNING
2026-08-18 11:16:58,M5,Quality Inspection,67.25,3.83,116,1,4,WARNING
2026-08-18 11:17:00,M1,Turning,44.36,0.87,1208,1,0,RUNNING
2026-08-18 11:17:02,M6,Packaging,44.68,0.53,857,1,0,RUNNING
2026-08-18 11:17:04,M3,Grinding & Honing,59.93,1.84,964,1,0,RUNNING
2026-08-18 11:17:06,M5,Quality Inspection,65.8,4.01,175,1,2,WARNING
2026-08-18 11:17:09,M6,Packaging,45.81,0.42,867,1,0,RUNNING
2026-08-18 11:17:11,M2,Heat Treatment,71.91,0.69,0,1,0,RUNNING
2026-08-18 11:17:13,M2,Heat Treatment,89.37,3.84,0,1,1,WARNING
2026-08-18 11:17:15,M3,Grinding & Honing,79.77,7.04,718,1,4,WARNING
2026-08-18 11:17:18,M3,Grinding & Honing,56.6,1.62,966,1,0,RUNNING
2026-08-18 11:17:20,M4,Assembly,62.04,0.83,698,1,0,RUNNING
2026-08-18 11:17:22,M1,Turning,64.38,5.59,855,1,2,WARNING
2026-08-18 11:17:24,M5,Quality Inspection,45.01,0.28,496,1,0,RUNNING
2026-08-18 11:17:26,M1,Turning,59.69,4.03,896,1,4,WARNING
2026-08-18 11:17:29,M3,Grinding & Honing,58.43,1.83,955,1,0,RUNNING
2026-08-18 11:17:31,M4,Assembly,86.86,5.32,405,1,3,WARNING
2026-08-18 11:17:33,M1,Turning,40.32,0.7,1185,1,0,RUNNING
2026-08-18 11:17:35,M4,Assembly,62.26,0.68,708,1,0,RUNNING
2026-08-18 11:17:37,M6,Packaging,46.66,0.26,861,1,0,RUNNING
2026-08-18 11:17:40,M2,Heat Treatment,70.26,0.54,0,1,0,RUNNING
2026-08-18 11:17:42,M1,Turning,42.48,0.99,1202,1,0,RUNNING
2026-08-18 11:17:44,M6,Packaging,46.93,0.43,848,1,0,RUNNING
2026-08-18 11:17:46,M2,Heat Treatment,94.36,6.38,0,1,4,WARNING
2026-08-18 11:17:49,M1,Turning,44.74,0.98,1186,1,0,RUNNING
2026-08-18 11:17:51,M6,Packaging,45.3,0.49,844,1,0,RUNNING
2026-08-18 11:17:53,M6,Packaging,46.53,0.55,830,1,0,RUNNING
2026-08-18 11:17:55,M3,Grinding & Honing,58.78,1.42,955,1,0,RUNNING
2026-08-18 11:17:57,M5,Quality Inspection,43.15,0.15,500,1,0,RUNNING
2026-08-18 11:18:00,M1,Turning,60.95,3.93,817,1,2,WARNING
2026-08-18 11:18:02,M2,Heat Treatment,74.95,0.34,0,1,0,RUNNING
2026-08-18 11:18:04,M2,Heat Treatment,74.5,0.68,0,1,0,RUNNING
2026-08-18 11:18:06,M4,Assembly,63.11,0.58,684,1,0,RUNNING
2026-08-18 11:18:08,M4,Assembly,62.67,0.57,701,1,0,RUNNING
2026-08-18 11:18:11,M6,Packaging,47.87,0.31,860,1,0,RUNNING
2026-08-18 11:18:13,M5,Quality Inspection,45.06,0.2,491,1,0,RUNNING
2026-08-18 11:18:15,M2,Heat Treatment,70.18,0.66,0,1,0,RUNNING
2026-08-18 11:18:17,M5,Quality Inspection,47.17,0.45,502,1,0,RUNNING
2026-08-18 11:18:20,M2,Heat Treatment,72.23,0.4,0,1,0,RUNNING
2026-08-18 11:18:22,M4,Assembly,78.57,5.81,479,1,4,WARNING
2026-08-18 11:18:24,M3,Grinding & Honing,60.9,1.64,939,1,0,RUNNING
2026-08-18 11:18:26,M4,Assembly,82.69,5.6,307,1,3,WARNING
2026-08-18 11:18:29,M6,Packaging,46.77,0.31,870,1,0,RUNNING
2026-08-18 11:18:31,M4,Assembly,64.97,0.71,717,1,0,RUNNING
2026-08-18 11:18:33,M3,Grinding & Honing,59.3,1.74,948,1,0,RUNNING
2026-08-18 11:18:35,M6,Packaging,46.05,0.19,860,1,0,RUNNING
2026-08-18 11:18:37,M4,Assembly,84.75,5.14,332,1,2,WARNING
2026-08-18 11:18:40,M4,Assembly,62.18,0.74,720,1,0,RUNNING
2026-08-18 11:18:42,M2,Heat Treatment,70.26,0.58,0,1,0,RUNNING
2026-08-18 11:18:44,M2,Heat Treatment,71.08,0.37,0,1,0,RUNNING
2026-08-18 11:18:46,M5,Quality Inspection,43.15,0.25,480,1,0,RUNNING
2026-08-18 11:18:49,M1,Turning,41.67,0.79,1193,1,0,RUNNING
2026-08-18 11:18:51,M4,Assembly,61.88,0.72,708,1,0,RUNNING
2026-08-18 11:18:53,M1,Turning,42.2,0.8,1205,1,0,RUNNING
2026-08-18 11:18:55,M5,Quality Inspection,46.64,0.62,491,1,0,RUNNING
2026-08-18 11:18:57,M2,Heat Treatment,88.12,5.69,0,1,4,WARNING
2026-08-18 11:19:00,M3,Grinding & Honing,56.22,1.78,950,1,0,RUNNING
2026-08-18 11:19:02,M3,Grinding & Honing,74.26,6.53,717,1,4,WARNING
2026-08-18 11:19:04,M3,Grinding & Honing,56.13,1.73,943,1,0,RUNNING
2026-08-18 11:19:06,M6,Packaging,46.09,0.39,843,1,0,RUNNING
2026-08-18 11:19:09,M4,Assembly,60.08,0.51,695,1,0,RUNNING
2026-08-18 11:19:11,M2,Heat Treatment,73.18,0.59,0,1,0,RUNNING
2026-08-18 11:19:13,M2,Heat Treatment,71.65,0.27,0,1,0,RUNNING
2026-08-18 11:19:15,M1,Turning,43.08,1.05,1208,1,0,RUNNING
2026-08-18 11:19:17,M6,Packaging,61.13,5.66,475,1,1,WARNING
2026-08-18 11:19:20,M2,Heat Treatment,70.86,0.54,0,1,0,RUNNING
2026-08-18 11:19:22,M4,Assembly,61.39,0.57,718,1,0,RUNNING
2026-08-18 11:19:24,M1,Turning,57.11,4.58,982,1,2,WARNING
2026-08-18 11:19:26,M5,Quality Inspection,45.7,0.47,510,1,0,RUNNING
2026-08-18 11:19:29,M6,Packaging,69.91,5.76,650,1,1,WARNING
2026-08-18 11:19:31,M3,Grinding & Honing,80.69,6.77,600,1,1,WARNING
2026-08-18 11:19:33,M6,Packaging,43.19,0.33,837,1,0,RUNNING
2026-08-18 11:19:35,M6,Packaging,47.38,0.18,856,1,0,RUNNING
2026-08-18 11:19:38,M3,Grinding & Honing,57.61,1.75,930,1,0,RUNNING
2026-08-18 11:19:40,M5,Quality Inspection,47.12,0.2,491,1,0,RUNNING
2026-08-18 11:19:42,M2,Heat Treatment,74.85,0.62,0,1,0,RUNNING
2026-08-18 11:19:44,M4,Assembly,60.89,0.42,716,1,0,RUNNING
2026-08-18 11:19:47,M2,Heat Treatment,73.74,0.7,0,1,0,RUNNING
2026-08-18 11:19:49,M1,Turning,42.89,0.89,1218,1,0,RUNNING
2026-08-18 11:19:51,M3,Grinding & Honing,59.75,1.84,939,1,0,RUNNING
2026-08-18 11:19:53,M2,Heat Treatment,72.46,0.37,0,1,0,RUNNING
2026-08-18 11:19:56,M6,Packaging,47.04,0.47,841,1,0,RUNNING
2026-08-18 11:19:58,M5,Quality Inspection,44.79,0.6,498,1,0,RUNNING
2026-08-18 11:20:00,M3,Grinding & Honing,59.24,1.73,948,1,0,RUNNING
2026-08-18 11:20:02,M2,Heat Treatment,71.84,0.46,0,1,0,RUNNING
2026-08-18 11:20:04,M5,Quality Inspection,43.99,0.51,516,1,0,RUNNING
2026-08-18 11:20:07,M3,Grinding & Honing,57.58,1.72,964,1,0,RUNNING
2026-08-18 11:20:09,M4,Assembly,61.41,0.47,699,1,0,RUNNING
2026-08-18 11:20:11,M2,Heat Treatment,71.46,0.52,0,1,0,RUNNING
2026-08-18 11:20:13,M6,Packaging,46.3,0.27,861,1,0,RUNNING
2026-08-18 11:20:15,M4,Assembly,82.73,5.84,357,1,3,WARNING
2026-08-18 11:20:18,M4,Assembly,63.13,0.83,717,1,0,RUNNING
2026-08-18 11:20:20,M3,Grinding & Honing,58.77,1.83,965,1,0,RUNNING
2026-08-18 11:20:22,M6,Packaging,44.6,0.4,840,1,0,RUNNING
2026-08-18 11:20:24,M2,Heat Treatment,74.7,0.32,0,1,0,RUNNING
2026-08-18 11:20:26,M6,Packaging,68.39,6.02,586,1,2,WARNING
2026-08-18 11:20:29,M1,Turning,64.46,5.28,945,1,3,WARNING
2026-08-18 11:20:31,M6,Packaging,43.17,0.56,830,1,0,RUNNING
2026-08-18 11:20:33,M6,Packaging,43.86,0.52,868,1,0,RUNNING
2026-08-18 11:20:35,M2,Heat Treatment,73.89,0.66,0,1,0,RUNNING
2026-08-18 11:20:38,M6,Packaging,46.64,0.47,852,1,0,RUNNING
2026-08-18 11:20:40,M5,Quality Inspection,47.64,0.19,489,1,0,RUNNING
2026-08-18 11:20:42,M3,Grinding & Honing,60.51,1.38,943,1,0,RUNNING
2026-08-18 11:20:44,M3,Grinding & Honing,59.5,1.46,953,1,0,RUNNING
2026-08-18 11:20:46,M2,Heat Treatment,71.41,0.51,0,1,0,RUNNING
2026-08-18 11:20:49,M2,Heat Treatment,70.45,0.54,0,1,0,RUNNING
2026-08-18 11:20:51,M6,Packaging,46.44,0.63,837,1,0,RUNNING
2026-08-18 11:20:53,M3,Grinding & Honing,77.1,4.54,673,1,1,WARNING
2026-08-18 11:20:55,M5,Quality Inspection,44.91,0.27,519,1,0,RUNNING
2026-08-18 11:20:57,M6,Packaging,45.36,0.19,856,1,0,RUNNING
2026-08-18 11:21:00,M5,Quality Inspection,44.12,0.44,495,1,0,RUNNING
2026-08-18 11:21:02,M6,Packaging,44.28,0.5,837,1,0,RUNNING
2026-08-18 11:21:04,M5,Quality Inspection,47.3,0.36,490,1,0,RUNNING
2026-08-18 11:21:06,M4,Assembly,62.12,0.43,698,1,0,RUNNING
2026-08-18 11:21:08,M5,Quality Inspection,44.49,0.31,514,1,0,RUNNING
2026-08-18 11:21:11,M4,Assembly,78.22,4.15,340,1,3,WARNING
2026-08-18 11:21:13,M5,Quality Inspection,46.51,0.41,496,1,0,RUNNING
2026-08-18 11:21:15,M2,Heat Treatment,88.51,3.74,0,1,2,WARNING
2026-08-18 11:21:17,M3,Grinding & Honing,78.86,5.67,741,1,4,WARNING
2026-08-18 11:21:19,M5,Quality Inspection,47.6,0.54,514,1,0,RUNNING
2026-08-18 11:21:22,M5,Quality Inspection,47.45,0.35,514,1,0,RUNNING
2026-08-18 11:21:24,M2,Heat Treatment,70.33,0.44,0,1,0,RUNNING
2026-08-18 11:21:26,M6,Packaging,45.63,0.42,850,1,0,RUNNING
2026-08-18 11:21:28,M5,Quality Inspection,64.85,4.39,197,1,3,WARNING
2026-08-18 11:21:31,M5,Quality Inspection,43.96,0.36,497,1,0,RUNNING
2026-08-18 11:21:33,M1,Turning,44.46,0.73,1220,1,0,RUNNING
2026-08-18 11:21:35,M6,Packaging,46.66,0.3,866,1,0,RUNNING
2026-08-18 11:21:37,M3,Grinding & Honing,59.03,1.75,947,1,0,RUNNING
2026-08-18 11:21:39,M1,Turning,43.44,0.95,1202,1,0,RUNNING
2026-08-18 11:21:42,M6,Packaging,65.09,3.66,569,1,1,WARNING
2026-08-18 11:21:44,M5,Quality Inspection,65.79,5.3,124,1,4,WARNING
2026-08-18 11:21:46,M1,Turning,43.09,0.98,1214,1,0,RUNNING
2026-08-18 11:21:48,M4,Assembly,60.56,0.39,718,1,0,RUNNING
2026-08-18 11:21:51,M4,Assembly,63.72,0.61,711,1,0,RUNNING
2026-08-18 11:21:53,M2,Heat Treatment,92.89,3.85,0,1,2,WARNING
2026-08-18 11:21:55,M3,Grinding & Honing,58.9,1.74,953,1,0,RUNNING
2026-08-18 11:21:57,M6,Packaging,47.31,0.44,863,1,0,RUNNING
2026-08-18 11:21:59,M4,Assembly,60.16,0.48,685,1,0,RUNNING
2026-08-18 11:22:02,M3,Grinding & Honing,60.29,1.77,956,1,0,RUNNING
2026-08-18 11:22:04,M6,Packaging,45.3,0.24,840,1,0,RUNNING
2026-08-18 11:22:06,M2,Heat Treatment,73.87,0.54,0,1,0,RUNNING
2026-08-18 11:22:08,M5,Quality Inspection,46.81,0.4,514,1,0,RUNNING
2026-08-18 11:22:11,M5,Quality Inspection,60.34,3.91,114,1,2,WARNING
2026-08-18 11:22:13,M2,Heat Treatment,72.03,0.67,0,1,0,RUNNING
2026-08-18 11:22:15,M4,Assembly,62.07,0.72,719,1,0,RUNNING
2026-08-18 11:22:17,M5,Quality Inspection,46.35,0.22,507,1,0,RUNNING
2026-08-18 11:22:20,M6,Packaging,43.78,0.41,840,1,0,RUNNING
2026-08-18 11:22:22,M4,Assembly,85.17,3.87,462,1,4,WARNING
2026-08-18 11:22:24,M1,Turning,40.01,0.78,1204,1,0,RUNNING
2026-08-18 11:22:26,M2,Heat Treatment,74.9,0.29,0,1,0,RUNNING
2026-08-18 11:22:29,M2,Heat Treatment,72.63,0.45,0,1,0,RUNNING
2026-08-18 11:22:31,M6,Packaging,66.77,5.9,558,1,3,WARNING
2026-08-18 11:22:33,M4,Assembly,63.95,0.72,695,1,0,RUNNING
2026-08-18 11:22:36,M3,Grinding & Honing,58.33,1.68,934,1,0,RUNNING
2026-08-18 11:22:38,M6,Packaging,47.97,0.52,861,1,0,RUNNING
2026-08-18 11:22:40,M3,Grinding & Honing,57.23,1.38,941,1,0,RUNNING
2026-08-18 11:22:42,M1,Turning,41.4,0.7,1185,1,0,RUNNING
2026-08-18 11:22:45,M1,Turning,61.55,3.97,986,1,2,WARNING
2026-08-18 11:22:47,M4,Assembly,60.15,0.58,706,1,0,RUNNING
2026-08-18 11:22:49,M6,Packaging,47.21,0.52,868,1,0,RUNNING
2026-08-18 11:22:51,M2,Heat Treatment,73.97,0.3,0,1,0,RUNNING
2026-08-18 11:22:54,M2,Heat Treatment,74.67,0.42,0,1,0,RUNNING
2026-08-18 11:22:56,M1,Turning,40.88,0.94,1196,1,0,RUNNING
2026-08-18 11:22:58,M1,Turning,41.8,0.71,1211,1,0,RUNNING
2026-08-18 11:23:00,M1,Turning,60.7,6.43,868,1,2,WARNING
2026-08-18 11:23:02,M4,Assembly,60.45,0.76,712,1,0,RUNNING
2026-08-18 11:23:05,M5,Quality Inspection,45.14,0.55,497,1,0,RUNNING
2026-08-18 11:23:07,M4,Assembly,85.99,4.35,468,1,1,WARNING
2026-08-18 11:23:09,M3,Grinding & Honing,57.56,1.7,961,1,0,RUNNING
2026-08-18 11:23:11,M3,Grinding & Honing,58.46,1.54,948,1,0,RUNNING
2026-08-18 11:23:14,M1,Turning,43.29,0.73,1214,1,0,RUNNING
2026-08-18 11:23:16,M1,Turning,43.38,0.74,1200,1,0,RUNNING
2026-08-18 11:23:18,M4,Assembly,64.69,0.83,701,1,0,RUNNING
2026-08-18 11:23:20,M1,Turning,43.8,1.04,1196,1,0,RUNNING
2026-08-18 11:23:23,M3,Grinding & Honing,57.05,1.5,936,1,0,RUNNING
2026-08-18 11:23:25,M6,Packaging,43.07,0.48,861,1,0,RUNNING
2026-08-18 11:23:27,M3,Grinding & Honing,57.98,1.55,952,1,0,RUNNING
2026-08-18 11:23:29,M1,Turning,62.3,3.89,899,1,4,WARNING
